,Election,OfficeName,CandidateID,CanFirstName,CanLastName,Votes,PartyAbbrev,CandidateName
44,GE 2016,13TH CONGRESS,22573,MARK D.,WICKLUND,126811,DEM,MARK D. WICKLUND
45,GE 2016,13TH CONGRESS,22574,RODNEY,DAVIS,187583,REP,RODNEY DAVIS
46,GE 2016,13TH REPRESENTATIVE,22575,GREGORY,HARRIS,40831,DEM,GREGORY HARRIS
47,GE 2016,13TH SENATE,22576,KWAME,RAOUL,78792,DEM,KWAME RAOUL
48,GE 2016,14TH CONGRESS,22577,JIM,WALZ,137589,DEM,JIM WALZ
49,GE 2016,14TH CONGRESS,22578,"RANDALL M. ""RANDY""",HULTGREN,200508,REP,"RANDALL M. ""RANDY"" HULTGREN"
50,GE 2016,14TH REPRESENTATIVE,22579,KELLY M.,CASSIDY,35989,DEM,KELLY M. CASSIDY
51,GE 2016,14TH SENATE,22580,EMIL,JONES III,79949,DEM,EMIL JONES III
52,GE 2016,15TH CIRCUIT-  URSIN VACANCY,22581,JAMES M.,HAUSER,16795,REP,JAMES M. HAUSER
53,GE 2016,15TH CONGRESS,22582,JOHN M.,SHIMKUS,274554,REP,JOHN M. SHIMKUS
54,GE 2016,15TH REPRESENTATIVE,22583,JOHN C.,D'AMICO,25586,DEM,JOHN C. D'AMICO
55,GE 2016,15TH REPRESENTATIVE,22584,JONATHAN,EDELMAN,16030,REP,JONATHAN EDELMAN
56,GE 2016,COOK CIRCUIT- LOVE VACANCY,22585,BRENDAN A.,O'BRIEN,1445182,DEM,BRENDAN A. O'BRIEN
57,GE 2016,18TH CIRCUIT- ELSNER VACANCY,22586,JENNIFER SHILAKIS,WIESNER,189644,DEM,JENNIFER SHILAKIS WIESNER
58,GE 2016,18TH CIRCUIT- ELSNER VACANCY,22587,LIAM CHRISTOPHER,BRENNAN,207810,REP,LIAM CHRISTOPHER BRENNAN
59,GE 2016,8TH CIRCUIT - McMILLEN VACANCY,22588,SCOTT J.,BUTLER,3294,REP,SCOTT J. BUTLER
60,GE 2016,16TH CONGRESS,22589,ADAM,KINZINGER,259722,REP,ADAM KINZINGER
61,GE 2016,16TH REPRESENTATIVE,22590,LOU,LANG,29719,DEM,LOU LANG
62,GE 2016,16TH SENATE,22591,"JACQUELINE ""JACQUI""",COLLINS,67984,DEM,"JACQUELINE ""JACQUI"" COLLINS"
63,GE 2016,9TH CIRCUIT- STEWART VACANCY,22592,DAVID M.,HANSEN,29411,DEM,DAVID M. HANSEN
64,GE 2016,9TH CIRCUIT- STEWART VACANCY,22593,HEIDI A.,BENSON,39128,REP,HEIDI A. BENSON
65,GE 2016,17TH CONGRESS,22594,CHERI,BUSTOS,173125,DEM,CHERI BUSTOS
66,GE 2016,17TH CONGRESS,22595,PATRICK,HARLAN,113943,REP,PATRICK HARLAN
67,GE 2016,17TH REPRESENTATIVE,22596,LAURA,FINE,42198,DEM,LAURA FINE
68,GE 2016,17TH SENATE,22597,DONNE E.,TROTTER,82868,DEM,DONNE E. TROTTER
69,GE 2016,18TH CIRCUIT- BURKE VACANCY,22598,BRIAN F.,TELANDER,314627,REP,BRIAN F. TELANDER
70,GE 2016,18TH CONGRESS,22599,DARIN,LaHOOD,250506,REP,DARIN LaHOOD
71,GE 2016,18TH REPRESENTATIVE,22600,ROBYN,GABEL,36794,DEM,ROBYN GABEL
72,GE 2016,18TH REPRESENTATIVE,22601,JESSICA,TUCKER,20580,REP,JESSICA TUCKER
73,GE 2016,COOK CIRCUIT- O'BRIEN VACANCY,22602,MAUREEN O'DONOGHUE,HANNON,1437054,DEM,MAUREEN O'DONOGHUE HANNON
74,GE 2016,19TH CIRCUIT- 4TH SUBCIRCUIT - A VACANCY,22603,MITCHELL L.,HOFFMAN,43331,DEM,MITCHELL L. HOFFMAN
75,GE 2016,"COOK - 13TH SUBCIRCUIT - FECAROTTA, JR. VACANCY",22604,"KETKI ""KAY""",STEFFEN,65475,DEM,"KETKI ""KAY"" STEFFEN"
76,GE 2016,"COOK - 13TH SUBCIRCUIT - FECAROTTA, JR. VACANCY",22605,KEVIN MICHAEL,O'DONNELL,67113,REP,KEVIN MICHAEL O'DONNELL
77,GE 2016,4TH CIRCUIT - SPEARS VACANCY,22606,BRAD,PAISLEY,12931,DEM,BRAD PAISLEY
78,GE 2016,19TH REPRESENTATIVE,22607,ROBERT,MARTWICK,30537,DEM,ROBERT MARTWICK
79,GE 2016,19TH SENATE,22608,MICHAEL E.,HASTINGS,83628,DEM,MICHAEL E. HASTINGS
80,GE 2016,1ST APPELLATE - EPSTEIN VACANCY,22609,EILEEN O'NEILL,BURKE,1563233,DEM,EILEEN O'NEILL BURKE
81,GE 2016,1ST APPELLATE - QUINN VACANCY,22610,BERTINA E.,LAMPKIN,1507691,DEM,BERTINA E. LAMPKIN
82,GE 2016,COOK - 1ST SUBCIRCUIT - HOPKINS VACANCY,22611,RHONDA,CRAWFORD,87970,DEM,RHONDA CRAWFORD
83,GE 2016,COOK - 6TH SUBCIRCUIT - A VACANCY,22612,ANNA,LOFTUS,83094,DEM,ANNA LOFTUS
84,GE 2016,21ST CIRCUIT- WENZELMAN VACANCY,22613,MICHAEL D.,KRAMER,37921,REP,MICHAEL D. KRAMER
85,GE 2016,COOK CIRCUIT- JOHNSON VACANCY,22614,CAROLYN J.,GALLAGHER,1447643,DEM,CAROLYN J. GALLAGHER
86,GE 2016,1ST CIRCUIT- SPOMER VACANCY,22615,JEFFERY B.,FARRIS,2213,DEM,JEFFERY B. FARRIS
87,GE 2016,1ST CONGRESS,22616,BOBBY L.,RUSH,234037,DEM,BOBBY L. RUSH
88,GE 2016,1ST CONGRESS,22617,AUGUST (O'NEILL),DEUSER,81817,REP,AUGUST (O'NEILL) DEUSER
89,GE 2016,1ST REPRESENTATIVE,22618,DANIEL J.,BURKE,21609,DEM,DANIEL J. BURKE
90,GE 2016,1ST SENATE,22619,"ANTONIO ""TONY""",MUNOZ,46434,DEM,"ANTONIO ""TONY"" MUNOZ"
91,GE 2016,COOK - 12TH SUBCIRCUIT - MATHEIN VACANCY,22620,JANET CRONIN,MAHONEY,64669,DEM,JANET CRONIN MAHONEY
92,GE 2016,COOK - 12TH SUBCIRCUIT - MATHEIN VACANCY,22621,JAMES LEONARD,ALLEGRETTI,74348,REP,JAMES LEONARD ALLEGRETTI
93,GE 2016,5TH CIRCUIT - EVERHART VACANCY,22622,JOHN L.,BARGER,1790,DEM,JOHN L. BARGER
94,GE 2016,5TH CIRCUIT - EVERHART VACANCY,22623,JONATHAN T.,BRADEN,3702,REP,JONATHAN T. BRADEN
95,GE 2016,20TH CIRCUIT- BARICEVIC VACANCY,22624,ROBERT B.,HAIDA,127091,DEM,ROBERT B. HAIDA
96,GE 2016,20TH CIRCUIT- HAIDA VACANCY,22625,JOHN,BARICEVIC,81286,DEM,JOHN BARICEVIC
97,GE 2016,20TH CIRCUIT- HAIDA VACANCY,22626,RONALD R.,DUEBBERT,82125,REP,RONALD R. DUEBBERT
98,GE 2016,20TH REPRESENTATIVE,22627,MERRY,MARWIG,20142,DEM,MERRY MARWIG
99,GE 2016,20TH REPRESENTATIVE,22628,MICHAEL P.,McAULIFFE,25739,REP,MICHAEL P. McAULIFFE
100,GE 2016,20TH SENATE,22629,IRIS Y.,MARTINEZ,60418,DEM,IRIS Y. MARTINEZ
101,GE 2016,21ST REPRESENTATIVE,22630,SILVANA,TABARES,20370,DEM,SILVANA TABARES
102,GE 2016,22ND REPRESENTATIVE,22631,MICHAEL J.,MADIGAN,27715,DEM,MICHAEL J. MADIGAN
103,GE 2016,22ND SENATE,22632,CRISTINA,CASTRO,39835,DEM,CRISTINA CASTRO
104,GE 2016,23RD CIRCUIT - A VACANCY - DeKALB COUNTY,22633,BRADLEY J.,WALLER,23366,REP,BRADLEY J. WALLER
105,GE 2016,23RD REPRESENTATIVE,22634,MICHAEL J.,ZALEWSKI,25097,DEM,MICHAEL J. ZALEWSKI
106,GE 2016,23RD SENATE,22635,THOMAS E.,CULLERTON,44643,DEM,THOMAS E. CULLERTON
107,GE 2016,23RD SENATE,22636,SETH,LEWIS,43429,REP,SETH LEWIS
108,GE 2016,24TH REPRESENTATIVE,22637,"ELIZABETH ""LISA""",HERNANDEZ,23079,DEM,"ELIZABETH ""LISA"" HERNANDEZ"
109,GE 2016,24TH REPRESENTATIVE,22638,ANDY,KIRCHOFF,5969,REP,ANDY KIRCHOFF
110,GE 2016,25TH REPRESENTATIVE,22639,BARBARA FLYNN,CURRIE,37937,DEM,BARBARA FLYNN CURRIE
111,GE 2016,25TH SENATE,22640,CORINNE M.,PIEROG,45317,DEM,CORINNE M. PIEROG
112,GE 2016,25TH SENATE,22641,JIM,OBERWEIS,54636,REP,JIM OBERWEIS
113,GE 2016,26TH REPRESENTATIVE,22642,CHRISTIAN L.,MITCHELL,40251,DEM,CHRISTIAN L. MITCHELL
114,GE 2016,26TH SENATE,22643,DAN,McCONCHIE,63432,REP,DAN McCONCHIE
115,GE 2016,27TH REPRESENTATIVE,22644,MONIQUE D.,DAVIS,42558,DEM,MONIQUE D. DAVIS
116,GE 2016,COOK CIRCUIT- WALSH VACANCY,22645,PATRICK JOSEPH,POWERS,1420378,DEM,PATRICK JOSEPH POWERS
117,GE 2016,28TH REPRESENTATIVE,22646,"ROBERT ""BOB""",RITA,37190,DEM,"ROBERT ""BOB"" RITA"
118,GE 2016,28TH SENATE,22647,LAURA,MURPHY,47097,DEM,LAURA MURPHY
119,GE 2016,28TH SENATE,22648,MEL,THILLENS,40950,REP,MEL THILLENS
120,GE 2016,29TH REPRESENTATIVE,22649,THADDEUS,JONES,42740,DEM,THADDEUS JONES
121,GE 2016,29TH SENATE,22650,JULIE A.,MORRISON,53744,DEM,JULIE A. MORRISON
122,GE 2016,29TH SENATE,22651,BENJAMIN,SALZBERG,37174,REP,BENJAMIN SALZBERG
123,GE 2016,COOK - 6TH SUBCIRCUIT - PONCE DE LEON VACANCY,22652,"EULALIA ""EVIE""",De La ROSA,85600,DEM,"EULALIA ""EVIE"" De La ROSA"
124,GE 2016,2ND CONGRESS,22653,ROBIN,KELLY,235051,DEM,ROBIN KELLY
125,GE 2016,2ND CONGRESS,22654,JOHN F,MORROW,59471,REP,JOHN F MORROW
126,GE 2016,2ND REPRESENTATIVE,22655,THERESA,MAH,23813,DEM,THERESA MAH
127,GE 2016,2ND SENATE,22656,OMAR,AQUINO,57000,DEM,OMAR AQUINO
128,GE 2016,30TH REPRESENTATIVE,22657,"WILLIAM ""WILL""",DAVIS,34641,DEM,"WILLIAM ""WILL"" DAVIS"
129,GE 2016,31ST REPRESENTATIVE,22658,MARY E.,FLOWERS,36904,DEM,MARY E. FLOWERS
130,GE 2016,31ST SENATE,22659,MELINDA,BUSH,48303,DEM,MELINDA BUSH
131,GE 2016,31ST SENATE,22660,MICHAEL,AMROZOWICZ,41044,REP,MICHAEL AMROZOWICZ
132,GE 2016,32ND REPRESENTATIVE,22661,ANDRƒ,THAPEDI,29118,DEM,ANDRƒ THAPEDI
133,GE 2016,32ND SENATE,22662,PAMELA,ALTHOFF,65150,REP,PAMELA ALTHOFF
134,GE 2016,33RD REPRESENTATIVE,22663,MARCUS C.,"EVANS, JR.",40046,DEM,"MARCUS C. EVANS, JR."
135,GE 2016,34TH REPRESENTATIVE,22664,ELGIE R.,"SIMS, JR.",39961,DEM,"ELGIE R. SIMS, JR."
136,GE 2016,34TH SENATE,22665,STEVE,STADELMAN,66412,DEM,STEVE STADELMAN
137,GE 2016,35TH REPRESENTATIVE,22666,FRANCES ANN,HURLEY,34506,DEM,FRANCES ANN HURLEY
138,GE 2016,35TH REPRESENTATIVE,22667,VICTOR,HORNE,18081,REP,VICTOR HORNE
139,GE 2016,35TH SENATE,22668,DAVE,SYVERSON,78269,REP,DAVE SYVERSON
140,GE 2016,36TH REPRESENTATIVE,22669,KELLY M.,BURKE,38047,DEM,KELLY M. BURKE
141,GE 2016,37TH REPRESENTATIVE,22670,MARGO,McDERMED,45721,REP,MARGO McDERMED
142,GE 2016,37TH SENATE,22671,CHUCK,WEAVER,92654,REP,CHUCK WEAVER
143,GE 2016,38TH REPRESENTATIVE,22672,AL,RILEY,42819,DEM,AL RILEY
144,GE 2016,38TH SENATE,22673,CHRISTINE,BENSON,40586,DEM,CHRISTINE BENSON
145,GE 2016,38TH SENATE,22674,SUE,REZIN,55848,REP,SUE REZIN
146,GE 2016,39TH REPRESENTATIVE,22675,WILL,GUZZARDI,29170,DEM,WILL GUZZARDI
147,GE 2016,3RD CONGRESS,22676,DANIEL WILLIAM,LIPINSKI,225320,DEM,DANIEL WILLIAM LIPINSKI
148,GE 2016,3RD REPRESENTATIVE,22677,LUIS,ARROYO,24178,DEM,LUIS ARROYO
149,GE 2016,40TH REPRESENTATIVE,22678,JAIME M.,"ANDRADE, JR.",29845,DEM,"JAIME M. ANDRADE, JR."
150,GE 2016,40TH SENATE,22679,TOI W.,HUTCHINSON,71014,DEM,TOI W. HUTCHINSON
151,GE 2016,41ST REPRESENTATIVE,22680,GRANT,WEHRLI,42654,REP,GRANT WEHRLI
152,GE 2016,41ST SENATE,22681,CHRISTINE,RADOGNO,87665,REP,CHRISTINE RADOGNO
153,GE 2016,42ND REPRESENTATIVE,22682,KATHLEEN V.,CARRIER,21560,DEM,KATHLEEN V. CARRIER
154,GE 2016,42ND REPRESENTATIVE,22683,JEANNE M.,IVES,33443,REP,JEANNE M. IVES
155,GE 2016,UNITED STATES SENATOR,22684,TAMMY,DUCKWORTH,3012940,DEM,TAMMY DUCKWORTH
156,GE 2016,UNITED STATES SENATOR,22685,MARK STEVEN,KIRK,2184692,REP,MARK STEVEN KIRK
157,GE 2016,43RD REPRESENTATIVE,22686,ANNA,MOELLER,22274,DEM,ANNA MOELLER
158,GE 2016,43RD SENATE,22687,PAT,McGUIRE,67722,DEM,PAT McGUIRE
159,GE 2016,44TH REPRESENTATIVE,22688,FRED,CRESPO,22102,DEM,FRED CRESPO
160,GE 2016,44TH SENATE,22689,BILL,BRADY,87022,REP,BILL BRADY
161,GE 2016,45TH REPRESENTATIVE,22690,CYNTHIA,BORBAS,22618,DEM,CYNTHIA BORBAS
162,GE 2016,45TH REPRESENTATIVE,22691,CHRISTINE JENNIFER,WINGER,25876,REP,CHRISTINE JENNIFER WINGER
163,GE 2016,COMPTROLLER,22692,SUSANA,MENDOZA,2676244,DEM,SUSANA MENDOZA
164,GE 2016,COMPTROLLER,22693,LESLIE GEISSLER,MUNGER,2404723,REP,LESLIE GEISSLER MUNGER
165,GE 2016,46TH REPRESENTATIVE,22694,DEB,CONROY,23369,DEM,DEB CONROY
166,GE 2016,46TH REPRESENTATIVE,22695,HEIDI,HOLAN,16257,REP,HEIDI HOLAN
167,GE 2016,46TH SENATE,22696,DAVE,KOEHLER,70854,DEM,DAVE KOEHLER
168,GE 2016,47TH REPRESENTATIVE,22697,"PATRICIA R. ""PATTI""",BELLOCK,45196,REP,"PATRICIA R. ""PATTI"" BELLOCK"
169,GE 2016,47TH SENATE,22698,JIL,TRACY,79854,REP,JIL TRACY
170,GE 2016,48TH REPRESENTATIVE,22699,PETER,BREEN,30793,REP,PETER BREEN
171,GE 2016,5TH APPELLATE - WEXSTTEN VACANCY,22700,JO BETH,WEBER,264041,DEM,JO BETH WEBER
172,GE 2016,5TH APPELLATE - WEXSTTEN VACANCY,22701,"JAMES R. ""RANDY""",MOORE,307926,REP,"JAMES R. ""RANDY"" MOORE"
173,GE 2016,49TH REPRESENTATIVE,22702,MIKE,FORTNER,35353,REP,MIKE FORTNER
174,GE 2016,49TH SENATE,22703,JENNIFER,BERTINO-TARRANT,51960,DEM,JENNIFER BERTINO-TARRANT
175,GE 2016,49TH SENATE,22704,MICHELLE,SMITH,46581,REP,MICHELLE SMITH
176,GE 2016,20TH CIRCUIT- LeCHIEN VACANCY,22705,ROBERT P.,LeCHIEN,58797,DEM,ROBERT P. LeCHIEN
177,GE 2016,20TH CIRCUIT- LeCHIEN VACANCY,22706,LANINYA A.,CASON,56550,REP,LANINYA A. CASON
178,GE 2016,4TH CIRCUIT - SCHWARM VACANCY,22707,DON,SHEAFOR JR.,8118,REP,DON SHEAFOR JR.
179,GE 2016,4TH CONGRESS,22708,LUIS V.,GUTIERREZ,171297,DEM,LUIS V. GUTIERREZ
180,GE 2016,4TH REPRESENTATIVE,22709,CYNTHIA,SOTO,34077,DEM,CYNTHIA SOTO
181,GE 2016,4TH SENATE,22710,KIMBERLY A.,LIGHTFORD,80583,DEM,KIMBERLY A. LIGHTFORD
182,GE 2016,50TH REPRESENTATIVE,22711,KEITH R.,WHEELER,31659,REP,KEITH R. WHEELER
183,GE 2016,50TH SENATE,22712,"WILLIAM ""SAM""",McCANN,89431,REP,"WILLIAM ""SAM"" McCANN"
184,GE 2016,51ST REPRESENTATIVE,22713,NICK,SAUER,46098,REP,NICK SAUER
185,GE 2016,22ND CIRCUIT- GRAHAM VACANCY,22714,JAMES S.,COWLIN,112889,REP,JAMES S. COWLIN
186,GE 2016,52ND REPRESENTATIVE,22715,DAVID,McSWEENEY,40392,REP,DAVID McSWEENEY
187,GE 2016,52ND SENATE,22716,SCOTT M.,BENNETT,52401,DEM,SCOTT M. BENNETT
188,GE 2016,52ND SENATE,22717,MICHAEL P.,MADIGAN,33562,REP,MICHAEL P. MADIGAN
189,GE 2016,53RD REPRESENTATIVE,22718,DAVID,HARRIS,38809,REP,DAVID HARRIS
190,GE 2016,53RD SENATE,22719,JASON,BARICKMAN,84127,REP,JASON BARICKMAN
191,GE 2016,54TH REPRESENTATIVE,22720,TOM,MORRISON,38846,REP,TOM MORRISON
192,GE 2016,23RD CIRCUIT - A VACANCY - KENDALL COUNTY,22721,STEPHEN L.,KRENTZ,41326,REP,STEPHEN L. KRENTZ
193,GE 2016,55TH REPRESENTATIVE,22722,MARTIN J.,MOYLAN,25717,DEM,MARTIN J. MOYLAN
194,GE 2016,55TH REPRESENTATIVE,22723,DAN,GOTT,17811,REP,DAN GOTT
195,GE 2016,55TH SENATE,22724,DALE A.,RIGHTER,83806,REP,DALE A. RIGHTER
196,GE 2016,56TH REPRESENTATIVE,22725,MICHELLE,MUSSMAN,24890,DEM,MICHELLE MUSSMAN
197,GE 2016,56TH REPRESENTATIVE,22726,JILLIAN ROSE,BERNAS,19693,REP,JILLIAN ROSE BERNAS
198,GE 2016,56TH SENATE,22727,"WILLIAM ""BILL""",HAINE,78460,DEM,"WILLIAM ""BILL"" HAINE"
199,GE 2016,57TH REPRESENTATIVE,22728,ELAINE,NEKRITZ,29297,DEM,ELAINE NEKRITZ
200,GE 2016,58TH REPRESENTATIVE,22729,SCOTT,DRURY,29338,DEM,SCOTT DRURY
201,GE 2016,58TH SENATE,22730,SHEILA,SIMON,38905,DEM,SHEILA SIMON
202,GE 2016,58TH SENATE,22731,PAUL,SCHIMPF,59735,REP,PAUL SCHIMPF
203,GE 2016,59TH REPRESENTATIVE,22732,CAROL,SENTE,25908,DEM,CAROL SENTE
204,GE 2016,59TH REPRESENTATIVE,22733,DAWN,ABERNATHY,16656,REP,DAWN ABERNATHY
205,GE 2016,59TH SENATE,22734,GARY,FORBY,43503,DEM,GARY FORBY
206,GE 2016,59TH SENATE,22735,DALE,FOWLER,53501,REP,DALE FOWLER
207,GE 2016,5TH APPELLATE - STEWART VACANCY,22736,BRAD K.,BLEYER,250544,DEM,BRAD K. BLEYER
208,GE 2016,5TH APPELLATE - STEWART VACANCY,22737,JOHN B.,"BARBERIS, JR.",317117,REP,"JOHN B. BARBERIS, JR."
209,GE 2016,5TH CONGRESS,22738,MIKE,QUIGLEY,212842,DEM,MIKE QUIGLEY
210,GE 2016,5TH CONGRESS,22739,ROB,SHERMAN,14657,GRN,ROB SHERMAN
211,GE 2016,5TH REPRESENTATIVE,22740,JULIANA,STRATTON,40747,DEM,JULIANA STRATTON
212,GE 2016,5TH SENATE,22741,PATRICIA,VAN PELT,75700,DEM,PATRICIA VAN PELT
213,GE 2016,60TH REPRESENTATIVE,22742,RITA,MAYFIELD,22402,DEM,RITA MAYFIELD
214,GE 2016,60TH REPRESENTATIVE,22743,ROBERT L.,OCHSNER,6909,REP,ROBERT L. OCHSNER
215,GE 2016,61ST REPRESENTATIVE,22744,NICK,CIKO,19947,DEM,NICK CIKO
216,GE 2016,61ST REPRESENTATIVE,22745,SHERI,JESIEL,26692,REP,SHERI JESIEL
217,GE 2016,62ND REPRESENTATIVE,22746,SAM,YINGLING,22050,DEM,SAM YINGLING
218,GE 2016,62ND REPRESENTATIVE,22747,ROD,DROBINSKI,19993,REP,ROD DROBINSKI
219,GE 2016,63RD REPRESENTATIVE,22749,STEVEN,REICK,25699,REP,STEVEN REICK
220,GE 2016,64TH REPRESENTATIVE,22750,BARBARA,WHEELER,41873,REP,BARBARA WHEELER
221,GE 2016,65TH REPRESENTATIVE,22751,STEVEN A.,ANDERSSON,42499,REP,STEVEN A. ANDERSSON
222,GE 2016,66TH REPRESENTATIVE,22752,NANCY A.,ZETTLER,20083,DEM,NANCY A. ZETTLER
223,GE 2016,66TH REPRESENTATIVE,22753,ALLEN,SKILLICORN,27295,REP,ALLEN SKILLICORN
224,GE 2016,67TH REPRESENTATIVE,22754,LITESA E.,WALLACE,25420,DEM,LITESA E. WALLACE
225,GE 2016,68TH REPRESENTATIVE,22755,TRICIA,SWEENEY,17655,DEM,TRICIA SWEENEY
226,GE 2016,68TH REPRESENTATIVE,22756,JOHN M.,CABELLO,31139,REP,JOHN M. CABELLO
227,GE 2016,69TH REPRESENTATIVE,22757,ANGELIQUE A.,BODINE,16032,DEM,ANGELIQUE A. BODINE
228,GE 2016,69TH REPRESENTATIVE,22758,JOE,SOSNOWSKI,32961,REP,JOE SOSNOWSKI
229,GE 2016,6TH CIRCUIT - BRYAN VACANCY,22759,KARLE E.,KORITZ,6556,REP,KARLE E. KORITZ
230,GE 2016,6TH CONGRESS,22760,AMANDA,HOWLAND,143591,DEM,AMANDA HOWLAND
231,GE 2016,6TH CONGRESS,22761,PETER J.,ROSKAM,208555,REP,PETER J. ROSKAM
232,GE 2016,6TH REPRESENTATIVE,22762,SONYA MARIE,HARPER,32904,DEM,SONYA MARIE HARPER
233,GE 2016,70TH REPRESENTATIVE,22763,ROBERT W.,PRITCHARD,36601,REP,ROBERT W. PRITCHARD
234,GE 2016,71ST REPRESENTATIVE,22764,MIKE,SMIDDY,18082,DEM,MIKE SMIDDY
235,GE 2016,71ST REPRESENTATIVE,22765,TONY M.,McCOMBIE,30635,REP,TONY M. McCOMBIE
236,GE 2016,72ND REPRESENTATIVE,22766,MICHAEL W.,HALPIN,25014,DEM,MICHAEL W. HALPIN
237,GE 2016,72ND REPRESENTATIVE,22767,BRANDI,McGUIRE,19342,REP,BRANDI McGUIRE
238,GE 2016,73RD REPRESENTATIVE,22768,RYAN,SPAIN,47626,REP,RYAN SPAIN
239,GE 2016,74TH REPRESENTATIVE,22769,BILL,BUTTS,18185,DEM,BILL BUTTS
240,GE 2016,74TH REPRESENTATIVE,22770,DANIEL M.,SWANSON,34567,REP,DANIEL M. SWANSON
241,GE 2016,75TH REPRESENTATIVE,22771,MARTHA J.,SHUGART,20833,DEM,MARTHA J. SHUGART
242,GE 2016,76TH REPRESENTATIVE,22773,ANDY,SKOOG,22759,DEM,ANDY SKOOG
243,GE 2016,76TH REPRESENTATIVE,22774,JERRY LEE,LONG,23557,REP,JERRY LEE LONG
244,GE 2016,77TH REPRESENTATIVE,22775,KATHLEEN,WILLIS,20806,DEM,KATHLEEN WILLIS
245,GE 2016,77TH REPRESENTATIVE,22776,ANTHONY,AIRDO,8762,REP,ANTHONY AIRDO
246,GE 2016,78TH REPRESENTATIVE,22777,CAMILLE,LILLY,41233,DEM,CAMILLE LILLY
247,GE 2016,79TH REPRESENTATIVE,22778,"KATHERINE ""KATE""",CLOONEN,20450,DEM,"KATHERINE ""KATE"" CLOONEN"
248,GE 2016,79TH REPRESENTATIVE,22779,LINDSAY,PARKHURST,23728,REP,LINDSAY PARKHURST
249,GE 2016,7TH CIRCUIT - LONDRIGAN VACANCY,22780,DAVID,REID,60450,DEM,DAVID REID
250,GE 2016,7TH CIRCUIT - LONDRIGAN VACANCY,22781,APRIL,TROEMPER,86851,REP,APRIL TROEMPER
251,GE 2016,7TH CONGRESS,22782,DANNY K.,DAVIS,250584,DEM,DANNY K. DAVIS
252,GE 2016,7TH REPRESENTATIVE,22783,"EMANUEL ""CHRIS""",WELCH,39914,DEM,"EMANUEL ""CHRIS"" WELCH"
253,GE 2016,7TH SENATE,22784,HEATHER A.,STEANS,82014,DEM,HEATHER A. STEANS
254,GE 2016,80TH REPRESENTATIVE,22785,ANTHONY,DeLUCA,38766,DEM,ANTHONY DeLUCA
255,GE 2016,81ST REPRESENTATIVE,22786,GREG,HOSE,25660,DEM,GREG HOSE
256,GE 2016,82ND REPRESENTATIVE,22788,JIM,DURKIN,45529,REP,JIM DURKIN
257,GE 2016,83RD REPRESENTATIVE,22789,LINDA,CHAPA LaVIA,20959,DEM,LINDA CHAPA LaVIA
258,GE 2016,84TH REPRESENTATIVE,22790,STEPHANIE A.,KIFOWIT,24183,DEM,STEPHANIE A. KIFOWIT
259,GE 2016,84TH REPRESENTATIVE,22791,MIKE,STRICK,14242,REP,MIKE STRICK
260,GE 2016,85TH REPRESENTATIVE,22792,EMILY,McASEY,33236,DEM,EMILY McASEY
261,GE 2016,86TH REPRESENTATIVE,22793,"LAWRENCE ""LARRY""","WALSH, JR.",33342,DEM,"LAWRENCE ""LARRY"" WALSH, JR."
262,GE 2016,87TH REPRESENTATIVE,22794,TIM,BUTLER,41483,REP,TIM BUTLER
263,GE 2016,88TH REPRESENTATIVE,22795,KEITH P.,SOMMER,44223,REP,KEITH P. SOMMER
264,GE 2016,89TH REPRESENTATIVE,22796,BRIAN W.,STEWART,42157,REP,BRIAN W. STEWART
265,GE 2016,8TH CIRCUIT - WALDEN VACANCY,22797,SCOTT D.,LARSON,28634,REP,SCOTT D. LARSON
266,GE 2016,8TH CONGRESS,22798,RAJA,KRISHNAMOORTHI,144954,DEM,RAJA KRISHNAMOORTHI
267,GE 2016,8TH CONGRESS,22799,"PETER ""PETE""",DiCIANNI,103617,REP,"PETER ""PETE"" DiCIANNI"
268,GE 2016,8TH REPRESENTATIVE,22800,LA SHAWN K.,FORD,38493,DEM,LA SHAWN K. FORD
269,GE 2016,8TH SENATE,22801,IRA I.,SILVERSTEIN,62149,DEM,IRA I. SILVERSTEIN
270,GE 2016,90TH REPRESENTATIVE,22802,TOM,DEMMER,40456,REP,TOM DEMMER
271,GE 2016,91ST REPRESENTATIVE,22803,MICHAEL D.,UNES,38682,REP,MICHAEL D. UNES
272,GE 2016,92ND REPRESENTATIVE,22804,JEHAN,GORDON-BOOTH,33410,DEM,JEHAN GORDON-BOOTH
273,GE 2016,93RD REPRESENTATIVE,22805,JOHN,CURTIS,19163,DEM,JOHN CURTIS
274,GE 2016,93RD REPRESENTATIVE,22806,NORINE K.,HAMMOND,22985,REP,NORINE K. HAMMOND
275,GE 2016,94TH REPRESENTATIVE,22807,BOBBY,PRITCHETT,12364,DEM,BOBBY PRITCHETT
276,GE 2016,94TH REPRESENTATIVE,22808,RANDY E.,FRESE,37408,REP,RANDY E. FRESE
277,GE 2016,95TH REPRESENTATIVE,22809,MIKE,MATHIS,20898,DEM,MIKE MATHIS
278,GE 2016,95TH REPRESENTATIVE,22810,AVERY,BOURNE,27601,REP,AVERY BOURNE
279,GE 2016,96TH REPRESENTATIVE,22811,SUE,SCHERER,32852,DEM,SUE SCHERER
280,GE 2016,97TH REPRESENTATIVE,22813,MARK,BATINICK,42312,REP,MARK BATINICK
281,GE 2016,98TH REPRESENTATIVE,22814,NATALIE A.,MANLEY,38650,DEM,NATALIE A. MANLEY
